file	decision	rows	zhko_rows	direct_surface_cn_fields	numeric_surface_refs	dev_remark_cn_fields	suspect_fields	sample	reason
t_armorpiercing2s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_armorpiercing3.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_armorpiercing3s.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_armyconsume.xml	no_translation_code_data	207	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_askforadvice.xml	no_translation_code_data	3022	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assault0.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assault1.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assault2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assault2s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assault3.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assault3s.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_assesttypes.xml	no_translation_code_data	71	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_associatecondition.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_atmosphererole.xml	no_translation_dev_remark_only	45	0	0	0	42			Chinese text appears only in developer remark fields.
t_attendant.xml	no_translation_code_data	135	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_attendentcharge.xml	no_translation_code_data	18	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_attendentgroup.xml	no_translation_code_data	31	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_attendentstorerefresh.xml	no_translation_code_data	69	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_attribute.xml	no_translation_code_data	33	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_awaken.xml	no_translation_code_data	38	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bagconsume.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_battlefield.xml	no_translation_code_data	19	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_battlefieldbuilding.xml	reference_only	18	0	0	30	15			Text-like fields appear to be numeric language sid references.
t_battlefieldeffect.xml	no_translation_code_data	5	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_battlefieldlandform.xml	reference_only	11	0	0	16	8			Text-like fields appear to be numeric language sid references.
t_bear1.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear21.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear22.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear23.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear24.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear4.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear41.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear42.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear43.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear44.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bear45.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_beast1.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_beast2.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_beast3.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_beast4.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_birth.xml	reference_only	35	0	0	32	32			Text-like fields appear to be numeric language sid references.
t_books.xml	reference_only	206	0	0	406	0			Text-like fields appear to be numeric language sid references.
t_booksgounp.xml	reference_only	30	0	0	54	0			Text-like fields appear to be numeric language sid references.
t_bow1a.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow1b.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow1c.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow1d.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow1e.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow1f.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow1g.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2a.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2b.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2c.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2d.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2e.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2f.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow2g.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3a.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3b.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3c.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3d.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3e.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3f.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow3g.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4a.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4b.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4c.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4d.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4e.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4f.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow4g.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5a.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5b.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5c.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5d.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5e.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5f.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow5g.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6a.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6b.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6c.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6d.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6e.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6f.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bow6g.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bowlongbow1.xml	no_translation_code_data	15	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bowlongbow2.xml	no_translation_code_data	15	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bowlongbow3.xml	no_translation_code_data	15	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_bowlongbow4.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_buff.xml	no_translation_code_data	998	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_buffcontrol.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_buffeffect.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_building.xml	reference_only	243	0	0	720	240			Text-like fields appear to be numeric language sid references.
t_buildinginteraction.xml	no_translation_code_data	341	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_buildingroom.xml	reference_only	43	0	0	80	40			Text-like fields appear to be numeric language sid references.
t_carpentryformula.xml	no_translation_code_data	53	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_cattle1.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_cattle2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_cattle4.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_changeclothes.xml	reference_only	227	0	0	224	0			Text-like fields appear to be numeric language sid references.
t_changgui1.xml	no_translation_code_data	15	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_characteristic.xml	no_translation_dev_remark_only	724	0	0	0	721			Chinese text appears only in developer remark fields.
t_clancrop.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clanfacility.xml	no_translation_code_data	21	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clanflag.xml	no_translation_code_data	91	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clanflagcolor.xml	no_translation_code_data	43	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clanhunt.xml	no_translation_dev_remark_only	9	0	0	0	6			Chinese text appears only in developer remark fields.
t_clanlevel.xml	no_translation_code_data	13	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clanlivestock.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clanproperty.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_clansman.xml	no_translation_dev_remark_only	67	0	0	0	64			Chinese text appears only in developer remark fields.
t_clantask.xml	no_translation_dev_remark_only	74	0	0	0	71			Chinese text appears only in developer remark fields.
t_climate.xml	no_translation_dev_remark_only	18	0	0	0	15			Chinese text appears only in developer remark fields.
t_close0.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_close1.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_close2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_close2s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_close3.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_close3s.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_comheroteamai.xml	no_translation_code_data	4	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_commonhunterai.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_commonworldai.xml	no_translation_code_data	5	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_comwanderai.xml	no_translation_code_data	6	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_concept.xml	no_translation_dev_remark_only	267	0	0	0	264			Chinese text appears only in developer remark fields.
t_constructionformula.xml	no_translation_code_data	19	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_continent.xml	no_translation_dev_remark_only	12	0	0	0	9			Chinese text appears only in developer remark fields.
t_country.xml	no_translation_dev_remark_only	10	0	0	0	7			Chinese text appears only in developer remark fields.
t_craftsmanformula.xml	no_translation_code_data	52	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crime.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crimeaction.xml	reference_only	24	0	0	21	0			Text-like fields appear to be numeric language sid references.
t_crops.xml	no_translation_code_data	22	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowcharioteers0.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowcharioteers1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowcharioteers2.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowcharioteers2s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowcharioteers3.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowcharioteers3s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowmen0.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowmen1.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowmen2.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowmen2s.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowmen3.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowmen3s.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowonehand1.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowonehand2.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowonehand3.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_crossbowonehand4.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_datatracking.xml	no_translation_code_data	16	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_dialougeindex.xml	no_translation_code_data	532	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_dicerule.xml	no_translation_code_data	85	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_difficulty.xml	no_translation_code_data	34	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_diplomacychip.xml	no_translation_code_data	15	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_diplomacytopic.xml	no_translation_code_data	5	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_diplomacytype.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_dualweapondao1.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_dualweapondao2.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_dualweapondao3.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_dualweapondao4.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_effect.xml	no_translation_dev_remark_only	1257	0	0	0	1254			Chinese text appears only in developer remark fields.
t_eloquencecombination.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_eloquenceskill.xml	no_translation_code_data	12	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_eloquencestatus.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_eloquencetalk.xml	no_translation_code_data	71	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_encyclopedia.xml	no_translation_code_data	71	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_enemyexperience.xml	no_translation_code_data	303	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_equipment.xml	reference_only	439	0	0	872	436			Text-like fields appear to be numeric language sid references.
t_equipmentmodel.xml	reference_only	364	0	0	206	359			Text-like fields appear to be numeric language sid references.
t_equiprandomattr.xml	no_translation_code_data	147	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_eventoption.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_experience.xml	no_translation_code_data	349	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_factions.xml	no_translation_dev_remark_only	33	0	0	0	30			Chinese text appears only in developer remark fields.
t_fairyland.xml	reference_only	68	0	0	195	65			Text-like fields appear to be numeric language sid references.
t_fairylandrandom.xml	no_translation_code_data	73	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_famelevel.xml	no_translation_code_data	16	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_fiefdomassignment.xml	no_translation_code_data	20	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_fiefdomfixbuilding.xml	no_translation_dev_remark_only	28	0	0	0	25			Chinese text appears only in developer remark fields.
t_fiefdomjob.xml	no_translation_dev_remark_only	21	0	0	0	18			Chinese text appears only in developer remark fields.
t_fiefdomslotbuilding.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_firstcontactdialogue.xml	no_translation_code_data	168	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_fiveelements.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_flyer.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_flyingdagger1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_flyingdagger2.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_flyingdagger3.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_flyingdagger4.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_forgingformula.xml	no_translation_code_data	116	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_formulacategory.xml	no_translation_code_data	26	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_frontline0.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_frontline1.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_frontline2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_frontline2s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_frontline3.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_frontline3s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gamesettings.xml	no_translation_code_data	84	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gecharioteers0.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gecharioteers1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gecharioteers2.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gecharioteers2s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gecharioteers3.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gecharioteers3s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_ghost0.xml	no_translation_code_data	4	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_ghost1.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_ghost2.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_ghost4.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_ghostsha.xml	no_translation_code_data	13	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gunsheng1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_gunsheng4.xml	no_translation_code_data	14	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavy0.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavy1.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavy2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavy2s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavy3.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavy3s.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavyshock0.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavyshock1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavyshock2.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavyshock2s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavyshock3.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heavyshock3s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heroaimark.xml	no_translation_code_data	23	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_heroteam.xml	no_translation_code_data	4	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsearchers0.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsearchers1.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsearchers2.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsearchers2s.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsearchers3.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsearchers3s.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsecutting0.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsecutting1.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsecutting2.xml	no_translation_code_data	8	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsecutting2s.xml	no_translation_code_data	7	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsecutting3.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_horsecutting3s.xml	no_translation_code_data	9	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_hunting.xml	no_translation_code_data	153	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_identitychange.xml	no_translation_dev_remark_only	94	0	0	0	91			Chinese text appears only in developer remark fields.
t_idsubstitute.xml	no_translation_code_data	5	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_initialcharacter.xml	no_translation_code_data	29	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_initiallocation.xml	no_translation_code_data	5	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_interactivecontroller.xml	no_translation_dev_remark_only	431	0	0	0	428			Chinese text appears only in developer remark fields.
t_interactiveexperience.xml	no_translation_code_data	204	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_interactiveproptable.xml	reference_only	259	0	0	256	256			Text-like fields appear to be numeric language sid references.
t_interactivetemple.xml	no_translation_code_data	3033	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_interfaceguide.xml	reference_only	110	0	0	111	0			Text-like fields appear to be numeric language sid references.
t_inventory.xml	no_translation_code_data	232	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_invitationqa.xml	no_translation_code_data	18	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_jobtemplate.xml	reference_only	287	0	0	2272	0			Text-like fields appear to be numeric language sid references.
t_karate1.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_karate2.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_karate3.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_karate4.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_kitchenmenu.xml	no_translation_code_data	33	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_landtemplate.xml	no_translation_code_data	53	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_language.xml	primary_translation_table	31293	31290	0	0	0			Main translation table with zh/ko attributes.
t_languagecommand.xml	no_translation_code_data	5	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightcavalry0.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightcavalry1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightcavalry2.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightcavalry2s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightcavalry3.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightcavalry3s.xml	no_translation_code_data	10	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightshock0.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
t_lightshock1.xml	no_translation_code_data	11	0	0	0	0			No obvious player-facing Chinese text fields detected.
