file	decision	rows	direct_surface_cn	direct_name_cn	numeric_surface_refs	numeric_name_refs	remark_cn	surface_sample	name_sample	remark_sample
t_bear22.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear23.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear24.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear4.xml	code_or_numeric_data	7	0	0	0	0	0			
t_bear41.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear42.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear43.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear44.xml	code_or_numeric_data	9	0	0	0	0	0			
t_bear45.xml	code_or_numeric_data	8	0	0	0	0	0			
t_beast1.xml	code_or_numeric_data	9	0	0	0	0	0			
t_beast2.xml	code_or_numeric_data	9	0	0	0	0	0			
t_beast3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_beast4.xml	code_or_numeric_data	8	0	0	0	0	0			
t_birth.xml	language_sid_reference_table	35	0	0	0	32	32			remark=王族嫡子 | remark=王族庶子
t_books.xml	language_sid_reference_table	206	0	0	203	203	0			
t_booksgounp.xml	language_sid_reference_table	30	0	0	27	27	0			
t_bow1a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_bow1b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow1c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow1d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow1e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow1f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow1g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow2a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_bow2b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow2c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow2d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow2e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow2f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow2g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow3a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_bow3b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow3c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow3d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow3e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow3f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow3g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow4a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_bow4b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow4c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow4d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow4e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow4f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow4g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow5a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_bow5b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow5c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow5d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow5e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow5f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow5g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow6a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_bow6b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow6c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow6d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow6e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow6f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bow6g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_bowlongbow1.xml	code_or_numeric_data	15	0	0	0	0	0			
t_bowlongbow2.xml	code_or_numeric_data	15	0	0	0	0	0			
t_bowlongbow3.xml	code_or_numeric_data	15	0	0	0	0	0			
t_bowlongbow4.xml	code_or_numeric_data	14	0	0	0	0	0			
t_buff.xml	code_or_numeric_data	998	0	0	0	0	0			
t_buffcontrol.xml	code_or_numeric_data	9	0	0	0	0	0			
t_buffeffect.xml	code_or_numeric_data	7	0	0	0	0	0			
t_building.xml	language_sid_reference_table	243	0	0	480	240	240			remark=治所 | remark=治所
t_buildinginteraction.xml	code_or_numeric_data	341	0	0	0	0	0			
t_buildingroom.xml	language_sid_reference_table	43	0	0	40	40	40			remark=民宅大厅 | remark=城门客栈主房间
t_carpentryformula.xml	code_or_numeric_data	53	0	0	0	0	0			
t_cattle1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_cattle2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_cattle4.xml	code_or_numeric_data	8	0	0	0	0	0			
t_changeclothes.xml	language_sid_reference_table	227	0	0	0	224	0			
t_changgui1.xml	code_or_numeric_data	15	0	0	0	0	0			
t_characteristic.xml	context_remark_only	724	0	0	0	0	721			remark=奴人 | remark=饥肠辘辘
t_clancrop.xml	code_or_numeric_data	11	0	0	0	0	0			
t_clanfacility.xml	code_or_numeric_data	21	0	0	0	0	0			
t_clanflag.xml	code_or_numeric_data	91	0	0	0	0	0			
t_clanflagcolor.xml	code_or_numeric_data	43	0	0	0	0	0			
t_clanhunt.xml	context_remark_only	9	0	0	0	0	6			remark=豫州-野狼 | remark=豫州-黑熊
t_clanlevel.xml	code_or_numeric_data	13	0	0	0	0	0			
t_clanlivestock.xml	code_or_numeric_data	8	0	0	0	0	0			
t_clanproperty.xml	code_or_numeric_data	7	0	0	0	0	0			
t_clansman.xml	context_remark_only	67	0	0	0	0	64			remark=王族嫡子_兄 | remark=王族嫡子_妹
t_clantask.xml	context_remark_only	74	0	0	0	0	71			remark=荡除匪寇 | remark=荡除匪寇
t_climate.xml	context_remark_only	18	0	0	0	0	15			remark=微热 | remark=炎热
t_close0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_close1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_close2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_close2s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_close3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_close3s.xml	code_or_numeric_data	9	0	0	0	0	0			
t_comheroteamai.xml	code_or_numeric_data	4	0	0	0	0	0			
t_commonhunterai.xml	code_or_numeric_data	7	0	0	0	0	0			
t_commonworldai.xml	code_or_numeric_data	5	0	0	0	0	0			
t_comwanderai.xml	code_or_numeric_data	6	0	0	0	0	0			
t_concept.xml	context_remark_only	267	0	0	0	0	264			remark=剡注 | remark=参连
t_constructionformula.xml	code_or_numeric_data	19	0	0	0	0	0			
t_continent.xml	context_remark_only	12	0	0	0	0	9			remark=雍州 | remark=并州
t_country.xml	context_remark_only	10	0	0	0	0	7			remark=秦国 | remark=楚国
t_craftsmanformula.xml	code_or_numeric_data	52	0	0	0	0	0			
t_crime.xml	code_or_numeric_data	7	0	0	0	0	0			
t_crimeaction.xml	language_sid_reference_table	24	0	0	0	21	0			
t_crops.xml	code_or_numeric_data	22	0	0	0	0	0			
t_crossbowcharioteers0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_crossbowcharioteers1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_crossbowcharioteers2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_crossbowcharioteers2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_crossbowcharioteers3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_crossbowcharioteers3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_crossbowmen0.xml	code_or_numeric_data	9	0	0	0	0	0			
t_crossbowmen1.xml	code_or_numeric_data	9	0	0	0	0	0			
t_crossbowmen2.xml	code_or_numeric_data	9	0	0	0	0	0			
t_crossbowmen2s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_crossbowmen3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_crossbowmen3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_crossbowonehand1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_crossbowonehand2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_crossbowonehand3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_crossbowonehand4.xml	code_or_numeric_data	9	0	0	0	0	0			
t_datatracking.xml	code_or_numeric_data	16	0	0	0	0	0			
t_dialougeindex.xml	code_or_numeric_data	532	0	0	0	0	0			
t_dicerule.xml	code_or_numeric_data	85	0	0	0	0	0			
t_difficulty.xml	code_or_numeric_data	34	0	0	0	0	0			
t_diplomacychip.xml	code_or_numeric_data	15	0	0	0	0	0			
t_diplomacytopic.xml	code_or_numeric_data	5	0	0	0	0	0			
t_diplomacytype.xml	code_or_numeric_data	9	0	0	0	0	0			
t_dualweapondao1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_dualweapondao2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_dualweapondao3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_dualweapondao4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_effect.xml	context_remark_only	1257	0	0	0	0	1254			remark=破韧 | remark=上马特效
t_eloquencecombination.xml	code_or_numeric_data	11	0	0	0	0	0			
t_eloquenceskill.xml	code_or_numeric_data	12	0	0	0	0	0			
t_eloquencestatus.xml	code_or_numeric_data	9	0	0	0	0	0			
t_eloquencetalk.xml	code_or_numeric_data	71	0	0	0	0	0			
t_encyclopedia.xml	code_or_numeric_data	71	0	0	0	0	0			
t_enemyexperience.xml	code_or_numeric_data	303	0	0	0	0	0			
t_equipment.xml	language_sid_reference_table	439	0	0	436	436	436			remark=青铜剑 | remark=精铁剑
t_equipmentmodel.xml	language_sid_reference_table	364	0	0	0	206	359			remark=直剑-青铜剑 | remark=直剑-精铁剑
t_equiprandomattr.xml	code_or_numeric_data	147	0	0	0	0	0			
t_eventoption.xml	code_or_numeric_data	11	0	0	0	0	0			
t_experience.xml	code_or_numeric_data	349	0	0	0	0	0			
t_factions.xml	context_remark_only	33	0	0	0	0	30			remark=秦国 | remark=楚国
t_fairyland.xml	language_sid_reference_table	68	0	0	130	65	65			remark=野狼巢穴 | remark=野狼巢穴
t_fairylandrandom.xml	code_or_numeric_data	73	0	0	0	0	0			
t_famelevel.xml	code_or_numeric_data	16	0	0	0	0	0			
t_fiefdomassignment.xml	code_or_numeric_data	20	0	0	0	0	0			
t_fiefdomfixbuilding.xml	context_remark_only	28	0	0	0	0	25			remark=府邸1级 | remark=府邸2级
t_fiefdomjob.xml	context_remark_only	21	0	0	0	0	18			remark=族老 | remark=管家
t_fiefdomslotbuilding.xml	code_or_numeric_data	11	0	0	0	0	0			
t_firstcontactdialogue.xml	code_or_numeric_data	168	0	0	0	0	0			
t_fiveelements.xml	code_or_numeric_data	8	0	0	0	0	0			
t_flyer.xml	code_or_numeric_data	9	0	0	0	0	0			
t_flyingdagger1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_flyingdagger2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_flyingdagger3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_flyingdagger4.xml	code_or_numeric_data	11	0	0	0	0	0			
t_forgingformula.xml	code_or_numeric_data	116	0	0	0	0	0			
t_formulacategory.xml	code_or_numeric_data	26	0	0	0	0	0			
t_frontline0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_frontline1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_frontline2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_frontline2s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_frontline3.xml	code_or_numeric_data	8	0	0	0	0	0			
t_frontline3s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_gamesettings.xml	code_or_numeric_data	84	0	0	0	0	0			
t_gecharioteers0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_gecharioteers1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_gecharioteers2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_gecharioteers2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_gecharioteers3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_gecharioteers3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ghost0.xml	code_or_numeric_data	4	0	0	0	0	0			
t_ghost1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ghost2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ghost4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ghostsha.xml	code_or_numeric_data	13	0	0	0	0	0			
t_gunsheng1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_gunsheng4.xml	code_or_numeric_data	14	0	0	0	0	0			
t_heavy0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_heavy1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_heavy2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_heavy2s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_heavy3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_heavy3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_heavyshock0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_heavyshock1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_heavyshock2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_heavyshock2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_heavyshock3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_heavyshock3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_heroaimark.xml	code_or_numeric_data	23	0	0	0	0	0			
t_heroteam.xml	code_or_numeric_data	4	0	0	0	0	0			
t_horsearchers0.xml	code_or_numeric_data	9	0	0	0	0	0			
t_horsearchers1.xml	code_or_numeric_data	9	0	0	0	0	0			
t_horsearchers2.xml	code_or_numeric_data	9	0	0	0	0	0			
t_horsearchers2s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_horsearchers3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_horsearchers3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_horsecutting0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_horsecutting1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_horsecutting2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_horsecutting2s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_horsecutting3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_horsecutting3s.xml	code_or_numeric_data	9	0	0	0	0	0			
t_hunting.xml	code_or_numeric_data	153	0	0	0	0	0			
t_identitychange.xml	context_remark_only	94	0	0	0	0	91			remark=剧情模式主角初始奴人身份 | remark=剧情模式主角奴人变为野人
t_idsubstitute.xml	code_or_numeric_data	5	0	0	0	0	0			
t_initialcharacter.xml	code_or_numeric_data	29	0	0	0	0	0			
t_initiallocation.xml	code_or_numeric_data	5	0	0	0	0	0			
t_interactivecontroller.xml	context_remark_only	431	0	0	0	0	428			remark=交互选项按钮 | remark=闲谈
t_interactiveexperience.xml	code_or_numeric_data	204	0	0	0	0	0			
t_interactiveproptable.xml	language_sid_reference_table	259	0	0	256	0	256			remark=县乡公告栏 | remark=城门公告栏
t_interactivetemple.xml	code_or_numeric_data	3033	0	0	0	0	0			
t_interfaceguide.xml	language_sid_reference_table	110	0	0	111	0	0			
t_inventory.xml	code_or_numeric_data	232	0	0	0	0	0			
t_invitationqa.xml	code_or_numeric_data	18	0	0	0	0	0			
t_jobtemplate.xml	language_sid_reference_table	287	0	0	1988	284	0			
t_karate1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_karate2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_karate3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_karate4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_kitchenmenu.xml	code_or_numeric_data	33	0	0	0	0	0			
t_landtemplate.xml	code_or_numeric_data	53	0	0	0	0	0			
t_language.xml	primary_translation_table	31293	0	0	0	0	0			
t_languagecommand.xml	code_or_numeric_data	5	0	0	0	0	0			
t_lightcavalry0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_lightcavalry3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_lightshock0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_lightshock3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_line0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_line1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_line2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_line2s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_line3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_line3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_longbowmen0.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen1.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen2.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen2s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_longbowmen3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_longweaponspear1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_longweaponspear2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_longweaponspear3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_longweaponspear4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_manufactureformula.xml	code_or_numeric_data	76	0	0	0	0	0			
t_mapicon.xml	parse_error	0	0	0	0	0	0			not well-formed (invalid token): line 24, column 9
t_militaryarmy.xml	code_or_numeric_data	16	0	0	0	0	0			
t_militarysoldier.xml	code_or_numeric_data	87	0	0	0	0	0			
t_model.xml	context_remark_only	452	0	0	0	0	449			remark=男性隐士 | remark=男性（墨家墨者服）
t_monthjob.xml	code_or_numeric_data	11	0	0	0	0	0			
t_nametemplate.xml	code_or_numeric_data	896	0	0	0	0	0			
t_newsinfo.xml	context_remark_only	402	0	0	0	0	399			remark=进入州提示 | remark=进入郡县触发
t_normalcontactdialogue.xml	code_or_numeric_data	303	0	0	0	0	0			
t_onehanded1a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded1b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded2b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded3b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded4b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded5b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded6b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehandedsword1.xml	code_or_numeric_data	17	0	0	0	0	0			
t_onehandedsword2.xml	code_or_numeric_data	17	0	0	0	0	0			
t_onehandedsword3.xml	code_or_numeric_data	17	0	0	0	0	0			
t_onehandedsword4.xml	code_or_numeric_data	16	0	0	0	0	0			
t_output.xml	code_or_numeric_data	1134	0	0	0	0	0			
t_panther1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_panther2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_panther4.xml	code_or_numeric_data	11	0	0	0	0	0			
t_parameters.xml	parse_error	0	0	0	0	0	0			not well-formed (invalid token): line 144, column 9
t_placeanomaly.xml	code_or_numeric_data	24	0	0	0	0	0			
t_placechange.xml	code_or_numeric_data	45	0	0	0	0	0			
t_placeguard.xml	code_or_numeric_data	94	0	0	0	0	0			
t_placeintercation.xml	code_or_numeric_data	970	0	0	0	0	0			
t_placetype.xml	code_or_numeric_data	19	0	0	0	0	0			
t_populationclass.xml	context_remark_only	8	0	0	0	0	5			remark=贵族阶级 | remark=士人阶级
t_populationissue.xml	context_remark_only	93	0	0	0	0	90			remark=贵族 | remark=贵族
t_populationwork.xml	context_remark_only	27	0	0	0	0	24			remark=贵族 | remark=贵族学者
t_prefectureattribute.xml	code_or_numeric_data	33	0	0	0	0	0			
t_prefecturedata.xml	code_or_numeric_data	228	0	0	0	0	0			
t_prescriptmenu.xml	code_or_numeric_data	34	0	0	0	0	0			
t_project.xml	code_or_numeric_data	302	0	0	0	0	0			
t_prop.xml	context_remark_only	649	0	0	0	0	646			remark=钱币 | remark=稻谷
t_publicdata.xml	code_or_numeric_data	700	0	0	0	0	0			
t_randomevent.xml	context_remark_only	162	0	0	0	0	159			remark=矿石充盈-豫州 | remark=大雪-豫州
t_randomtask.xml	code_or_numeric_data	40	0	0	0	0	0			
t_record.xml	code_or_numeric_data	42	0	0	0	0	0			
t_refreshevent.xml	code_or_numeric_data	7	0	0	0	0	0			
t_residenceobtain.xml	code_or_numeric_data	28	0	0	0	0	0			
t_resource.xml	code_or_numeric_data	83	0	0	0	0	0			
t_rest.xml	code_or_numeric_data	21	0	0	0	0	0			
t_restoption.xml	code_or_numeric_data	21	0	0	0	0	0			
t_ridebow1a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ridebow2a.xml	code_or_numeric_data	10	0	0	0	0	0			
